,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,player_id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,strength,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,team_name,team_id,position
272,,,502222,0,0,0,0,0,3,0.8,0.8,0,Ramón,0.8,620,False,,,55,502222.jpg,1.5,Sosa,0.0,False,,a,16,17,15,3764,76,3545,137,0.1,2.7,Sosa,168.0,140,1,0,0,2,0,0,0,0,0,0,0,62,65.6,85.5,50.0,20.0,0,0.79,0.3,1.09,1.01,315,149,191,122,230,126,277,141,4.0,,,,,,0.51,0.0,0.19,0.7,0.65,1.29,123,75,301,154,329,154,532,212,0.0,0.0,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,MID
273,,,193204,0,0,-1,1,0,3,1.8,2.3,1,Joe,2.8,452,False,,,49,193204.jpg,2.4,Aribo,0.1,False,,a,17,20,34,11316,199,11138,441,0.6,6.9,Aribo,157.0,810,2,0,0,21,0,0,0,0,0,0,3,163,183.8,107.9,182.0,47.6,7,2.2,0.89,3.09,26.05,162,60,165,108,74,46,132,75,,,,,,,0.24,0.0,0.1,0.34,2.89,2.33,255,162,105,55,192,81,473,176,0.78,0.0,2,1060,1065,1060,1070,1060,1060,Southampton,17,MID
274,50.0,0.0,39155,0,0,0,0,0,3,-0.5,0.0,0,Adam,0.0,463,False,Hamstring injury - 50% chance of playing,2024-11-25T09:30:07.787290Z,50,39155.jpg,1.4,Lallana,0.0,False,,d,17,20,11,2959,4,5243,53,0.0,2.2,Lallana,241.0,312,0,2,0,5,0,0,0,4,0,0,1,57,70.6,67.1,21.0,15.8,5,0.15,0.44,0.59,5.69,305,141,219,136,300,165,309,154,,,,,,,0.04,0.0,0.13,0.17,1.64,1.44,188,117,641,284,339,161,577,238,1.44,0.0,2,1060,1065,1060,1070,1060,1060,Southampton,17,MID
275,100.0,100.0,220585,0,0,-2,2,0,3,1.2,1.7,1,Flynn,2.2,518,False,,2024-11-30T01:00:08.247516Z,48,220585.jpg,2.0,Downes,0.0,False,,a,17,20,26,5055,114,7421,110,0.5,5.4,Downes,241.0,1129,1,0,1,24,0,0,0,6,0,0,0,173,173.6,218.4,97.0,49.0,13,0.59,1.12,1.71,26.63,177,68,66,51,145,92,124,71,,,,,,,0.05,0.0,0.09,0.14,2.12,1.91,306,203,150,73,242,107,516,199,1.04,0.08,2,1060,1065,1060,1070,1060,1060,Southampton,17,MID
276,,,204814,0,0,-6,6,0,3,-0.2,0.3,1,Ben,0.8,584,False,,,49,204814.jpg,1.3,Brereton Díaz,0.2,False,,a,17,20,13,22302,25,78300,218,0.2,2.7,Brereton Díaz,44.0,446,0,0,0,10,0,0,0,1,0,0,0,43,21.8,63.6,81.0,16.8,4,0.9,0.15,1.05,11.43,390,184,226,141,173,105,301,151,,,,,,,0.18,0.0,0.03,0.21,2.31,2.02,261,168,297,151,350,169,394,138,0.81,0.0,2,1060,1065,1060,1070,1060,1060,Southampton,17,MID
277,100.0,100.0,496661,0,0,0,0,1,3,0.2,0.7,2,Tyler,1.2,608,False,,2024-11-30T01:00:08.409547Z,45,496661.jpg,1.9,Dibling,2.3,False,,a,17,20,26,567515,11225,345471,7179,0.3,5.8,Dibling,241.0,836,1,0,1,19,0,0,0,5,0,0,3,111,127.8,189.6,135.0,45.3,9,1.03,0.92,1.95,21.06,228,96,85,66,109,69,138,81,,,,,,,0.11,0.0,0.1,0.21,2.27,2.05,423,255,229,113,259,116,129,38,0.97,0.11,2,1060,1065,1060,1070,1060,1060,Southampton,17,MID
278,,,551226,0,0,0,0,0,3,2.2,2.7,2,Mateus Gonçalo,3.2,623,False,,,50,551226.jpg,2.4,Espanha Fernandes,0.0,False,,a,17,20,33,6965,99,4673,263,0.6,6.6,M.Fernandes,173.0,1056,1,1,2,22,0,0,0,3,0,0,0,179,193.6,198.6,167.0,56.0,12,1.57,1.06,2.63,28.41,152,56,76,60,88,55,94,57,,,,,,,0.13,0.0,0.09,0.22,2.42,1.88,236,151,84,45,196,85,536,215,1.02,0.17,2,1060,1065,1060,1070,1060,1060,Southampton,17,MID
279,0.0,0.0,202993,-1,1,-1,1,0,3,0.0,0.0,0,Rodrigo,0.0,480,False,Suspended until 26 Dec,2024-11-18T15:00:09.073683Z,49,202993.jpg,1.9,Bentancur,0.1,False,,s,18,6,19,18830,14,34917,400,0.0,3.9,Bentancur,230.0,532,1,0,1,9,0,0,0,4,0,0,1,106,100.2,56.6,63.0,22.0,7,0.72,0.25,0.97,8.24,263,116,244,153,208,120,266,132,,,,,,,0.12,0.0,0.04,0.16,1.39,1.52,259,166,624,271,263,119,425,151,1.18,0.17,4,1220,1260,1110,1170,1330,1350,Spurs,18,MID
280,0.0,100.0,227127,0,0,-1,1,1,3,0.0,1.5,1,Yves,1.5,482,False,Suspended until 22 Dec,2024-12-09T09:30:06.664766Z,49,227127.jpg,2.6,Bissouma,0.3,False,,s,18,6,31,86405,319,77755,2579,0.3,6.3,Bissouma,132.0,733,2,0,2,9,0,0,0,5,0,0,4,156,181.4,81.7,29.0,29.4,8,0.32,0.35,0.67,12.4,165,62,197,125,281,155,221,114,,,,,,,0.04,0.0,0.04,0.08,1.52,1.11,266,172,211,104,161,67,302,98,0.98,0.25,4,1220,1260,1110,1170,1330,1350,Spurs,18,MID
281,,,242898,0,0,2,-2,0,3,6.5,5.5,4,Brennan,5.5,491,False,,,67,242898.jpg,4.7,Johnson,9.2,False,,a,18,6,71,1844179,35614,967465,31923,0.8,10.6,Johnson,244.0,1125,6,3,2,15,0,0,0,2,0,0,5,234,300.0,169.7,494.0,95.8,13,7.05,0.8,7.85,18.71,57,18,98,73,8,5,23,19,,,,,,,0.56,0.0,0.06,0.62,1.5,1.2,38,20,20,14,27,14,43,10,1.04,0.16,4,1220,1260,1110,1170,1330,1350,Spurs,18,MID
282,,,445044,0,0,-2,2,0,3,5.0,4.0,7,Dejan,4.0,492,False,,,63,445044.jpg,3.8,Kulusevski,3.8,False,,a,18,6,57,655340,23629,520126,10313,0.6,9.0,Kulusevski,206.0,1138,3,3,3,16,0,0,0,3,0,0,5,221,312.6,441.4,370.0,112.2,13,1.58,2.61,4.19,19.62,47,14,10,9,23,11,10,8,3.0,,,,,,0.12,0.0,0.21,0.33,1.55,1.27,57,35,66,34,63,30,94,29,1.03,0.24,4,1220,1260,1110,1170,1330,1350,Spurs,18,MID
283,,,172780,0,0,1,-1,2,3,7.0,6.0,4,James,6.0,494,False,,,76,172780.jpg,5.1,Maddison,7.6,False,,a,18,6,76,1269306,19043,1015995,44725,0.8,10.0,Maddison,241.0,945,5,5,3,13,0,0,0,2,0,0,9,346,411.4,407.0,332.0,115.0,12,3.52,4.29,7.81,15.03,13,5,14,13,30,15,8,6,1.0,,2.0,,2.0,,0.34,0.0,0.41,0.75,1.43,1.24,14,9,14,10,16,8,53,14,1.14,0.29,4,1220,1260,1110,1170,1330,1350,Spurs,18,MID
284,100.0,100.0,482442,0,0,-2,2,0,3,2.5,1.5,1,Pape Matar,1.5,499,False,,2024-11-10T23:00:08.379204Z,48,482442.jpg,1.7,Sarr,0.2,False,,a,18,6,25,26736,822,35241,793,0.3,5.2,P.M.Sarr,189.0,758,0,2,1,11,0,0,0,3,0,0,0,143,134.8,116.1,64.0,31.1,8,1.21,0.39,1.6,13.25,216,89,160,105,205,118,212,108,,,,,,,0.14,0.0,0.05,0.19,1.57,1.31,320,209,208,101,291,135,363,127,0.95,0.12,4,1220,1260,1110,1170,1330,1350,Spurs,18,MID
285,100.0,100.0,85971,0,0,-2,2,1,3,5.0,4.0,7,Son,4.0,503,False,,2024-10-25T10:30:06.315550Z,98,85971.jpg,5.2,Heung-min,5.1,False,,a,18,6,63,1309263,10203,1827237,18061,0.4,6.4,Son,114.0,939,4,4,2,14,0,0,0,0,0,0,7,279,323.4,362.7,297.0,98.4,11,3.22,2.97,6.19,16.76,44,13,21,18,36,21,20,16,,,,,1.0,,0.31,0.0,0.28,0.59,1.61,1.34,5,4,70,36,13,5,73,22,1.05,0.19,4,1220,1260,1110,1170,1330,1350,Spurs,18,MID
286,100.0,100.0,165153,0,0,-3,3,0,3,4.2,3.2,1,Timo,3.2,509,False,,2024-11-07T09:00:08.010655Z,62,165153.jpg,2.2,Werner,0.2,False,,a,18,6,27,12718,242,30197,493,0.5,4.4,Werner,80.0,379,0,3,1,8,0,0,0,0,0,0,2,92,92.4,116.5,109.0,31.2,3,1.04,1.26,2.3,8.22,275,124,159,104,137,88,211,107,,,,,,,0.25,0.0,0.3,0.55,1.95,1.9,60,38,86,46,226,99,388,135,0.71,0.24,4,1220,1260,1110,1170,1330,1350,Spurs,18,MID
287,,,178186,0,0,-1,1,2,3,5.8,5.8,12,Jarrod,5.8,514,False,,,74,178186.jpg,4.9,Bowen,6.8,False,,a,19,21,73,882537,17708,921581,22036,0.8,9.9,Bowen,241.0,1327,4,5,3,27,0,0,0,1,0,0,6,295,406.2,477.9,441.0,132.5,15,3.04,3.82,6.86,26.55,14,6,7,6,10,7,5,4,2.0,,,,4.0,,0.21,0.0,0.26,0.47,1.8,1.83,17,11,18,12,23,12,60,19,1.02,0.2,3,1100,1100,1080,1070,1120,1130,West Ham,19,MID
288,100.0,100.0,460842,0,0,-3,3,0,3,2.2,2.2,7,Mohammed,2.2,525,False,,2024-10-19T16:00:07.402004Z,62,460842.jpg,3.2,Kudus,2.5,False,,a,19,21,32,233347,3881,843932,3094,0.4,5.2,Kudus,81.0,826,2,1,1,18,0,0,0,0,1,0,2,145,192.4,181.5,347.0,72.1,10,3.05,1.29,4.34,15.74,155,57,90,69,26,13,52,32,,,,,,,0.33,0.0,0.14,0.47,1.72,1.96,70,46,154,77,101,44,122,36,1.09,0.11,3,1100,1100,1080,1070,1120,1130,West Ham,19,MID
289,,,224024,-1,1,-3,3,0,3,2.5,2.5,1,Lucas,2.5,527,False,,,57,224024.jpg,2.6,Tolentino Coelho de Lima,1.3,False,,a,19,21,39,199381,928,280702,3586,0.4,6.8,L.Paquetá,30.0,1031,2,1,3,23,0,0,0,4,0,0,1,171,197.0,266.1,134.0,59.4,12,2.48,1.09,3.57,21.99,148,55,45,36,112,72,86,52,,,1.0,,1.0,,0.22,0.0,0.1,0.32,1.92,2.01,93,58,134,68,166,70,189,54,1.05,0.26,3,1100,1100,1080,1070,1120,1130,West Ham,19,MID
290,,,215439,0,0,-1,1,0,3,5.5,5.5,9,Tomáš,5.5,530,False,,,49,215439.jpg,3.9,Souček,2.0,False,,a,19,21,54,345714,6322,391081,4607,1.1,11.0,Souček,57.0,983,4,1,3,20,0,0,0,4,0,0,8,179,257.2,133.2,287.0,67.1,11,2.82,0.74,3.56,18.44,90,31,136,96,38,23,64,40,,,,,,,0.26,0.0,0.07,0.33,1.69,1.83,263,170,19,13,54,25,140,42,1.01,0.27,3,1100,1100,1080,1070,1120,1130,West Ham,19,MID
291,,,450070,0,0,-3,3,0,3,2.2,2.2,2,Crysencio,2.2,587,False,,,57,450070.jpg,1.9,Summerville,0.4,False,,a,19,21,27,44278,548,106063,1344,0.4,4.7,Summerville,152.0,586,1,1,2,14,0,0,0,2,0,0,2,100,133.2,210.2,139.0,48.2,6,1.27,1.67,2.94,13.11,221,91,68,53,104,66,130,73,,,,,,,0.2,0.0,0.26,0.46,2.01,2.15,96,61,152,75,266,121,272,88,0.92,0.31,3,1100,1100,1080,1070,1120,1130,West Ham,19,MID
292,,,197024,0,0,-2,2,0,3,0.5,0.5,0,Guido,0.5,588,False,,,48,197024.jpg,1.5,Rodríguez,0.1,False,,a,19,21,21,6021,80,8733,142,0.1,4.4,G.Rodríguez,10.0,821,0,0,2,16,0,0,0,4,0,0,0,124,136.8,47.9,21.0,20.7,11,0.14,0.12,0.26,15.77,213,87,264,164,297,163,271,136,,,,,,,0.02,0.0,0.01,0.03,1.73,1.75,299,198,326,162,316,143,475,177,1.21,0.22,3,1100,1100,1080,1070,1120,1130,West Ham,19,MID
293,,,224860,0,0,0,0,0,3,3.0,3.0,2,Carlos,3.0,654,False,,,50,224860.jpg,1.4,Soler,0.0,False,,a,19,21,17,3893,149,2576,125,0.6,3.4,C.Soler,200.0,547,0,1,2,9,0,0,0,4,0,0,0,85,57.8,123.8,87.0,26.8,5,0.72,0.59,1.31,11.5,330,156,151,101,167,104,238,120,,,,,,,0.12,0.0,0.1,0.22,1.89,1.48,206,129,93,49,340,162,569,233,0.82,0.33,3,1100,1100,1080,1070,1120,1130,West Ham,19,MID
294,,,231057,0,0,0,0,0,3,2.0,2.0,1,Jean-Ricner,2.0,535,False,,,50,231057.jpg,2.3,Bellegarde,0.1,False,,a,20,39,30,12642,167,12167,236,0.4,6.0,Bellegarde,73.0,652,1,2,2,16,0,0,0,2,0,0,0,94,111.0,106.7,74.0,28.6,8,0.42,0.57,0.99,12.09,249,106,167,109,189,114,228,117,,,1.0,,,,0.06,0.0,0.08,0.14,1.67,2.21,208,131,168,81,206,89,488,184,1.1,0.28,3,1075,1090,1060,1060,1090,1120,Wolves,20,MID
295,,,220394,0,0,-2,2,0,3,0.8,0.8,1,Tommy,0.8,544,False,,,48,220394.jpg,1.5,Doyle,0.0,False,,a,20,39,16,4034,68,5352,113,0.2,3.3,Doyle,241.0,280,0,1,0,7,0,0,0,0,0,0,0,72,58.4,52.3,18.0,13.0,2,0.4,0.18,0.58,6.49,329,155,256,159,310,172,319,158,,,,,,,0.13,0.0,0.06,0.19,2.09,2.25,305,202,295,150,319,146,528,208,0.64,0.0,3,1075,1090,1060,1060,1090,1120,Wolves,20,MID
296,,,181284,0,0,-2,2,0,3,3.0,3.0,1,Gonçalo Manuel,3.0,548,False,,,53,181284.jpg,1.8,Ganchinho Guedes,0.1,False,,a,20,39,22,8975,426,11005,372,0.6,4.2,Guedes,173.0,233,1,2,0,11,0,0,0,1,0,0,0,85,107.6,65.6,56.0,22.9,1,0.53,0.3,0.83,7.56,251,107,223,139,218,122,263,130,,,,,,,0.2,0.0,0.12,0.32,2.92,4.25,149,88,99,53,280,130,450,163,0.39,0.0,3,1075,1090,1060,1060,1090,1120,Wolves,20,MID
297,0.0,,448089,0,0,-1,1,1,3,0.0,4.2,1,João Victor,4.2,553,False,Suspended until 22 Dec,2024-12-10T00:00:08.608247Z,49,448089.jpg,2.9,Gomes da Silva,1.0,False,,s,20,39,43,156419,1831,69645,14925,0.9,8.8,J.Gomes,30.0,1268,2,1,1,34,0,0,0,5,0,0,5,192,234.4,167.6,99.0,50.1,15,1.03,0.66,1.69,22.22,111,38,102,76,142,90,116,68,,,,,,,0.07,0.0,0.05,0.12,1.58,2.41,274,179,54,26,128,52,206,61,1.06,0.07,3,1075,1090,1060,1060,1090,1120,Wolves,20,MID
298,100.0,100.0,151086,0,0,0,0,1,3,2.5,2.5,1,Mario,2.5,557,False,,2024-11-02T08:00:08.399249Z,50,151086.jpg,2.9,Lemina,0.4,False,,a,20,39,44,100466,1366,75722,2331,0.5,8.8,Mario Jr.,77.0,1242,1,3,1,36,0,0,0,4,0,0,5,236,333.0,144.2,113.0,59.0,14,1.24,0.76,2.0,24.57,35,10,125,91,130,84,88,54,,,,,,,0.09,0.0,0.06,0.15,1.78,2.61,194,119,128,65,130,53,271,87,1.01,0.07,3,1075,1090,1060,1060,1090,1120,Wolves,20,MID
299,,,483081,0,0,-3,3,0,3,1.2,1.2,1,Rodrigo,1.2,563,False,,,52,483081.jpg,1.2,Martins Gomes,0.1,False,,a,20,39,11,4275,103,13473,161,0.2,2.1,R.Gomes,173.0,269,0,0,0,10,0,0,0,0,0,0,0,32,30.6,46.7,30.0,10.6,3,0.06,0.07,0.13,6.69,368,171,270,166,275,151,335,168,,,,,,,0.02,0.0,0.02,0.04,2.24,3.35,170,102,244,124,363,175,470,175,1.0,0.0,3,1075,1090,1060,1060,1090,1120,Wolves,20,MID
300,,,509291,0,0,0,0,0,3,2.0,2.0,2,André,2.0,642,False,,,50,509291.jpg,1.5,Trindade da Costa Neto,0.0,False,,a,20,39,16,3503,111,2521,90,0.4,3.2,André,30.0,684,0,0,0,21,0,0,0,2,0,0,0,141,122.0,62.3,12.0,19.5,9,0.07,0.11,0.18,14.32,236,100,229,142,327,179,282,142,,,,,,,0.01,0.0,0.01,0.02,1.88,2.76,226,143,169,82,325,151,586,246,1.18,0.0,3,1075,1090,1060,1060,1090,1120,Wolves,20,MID
301,100.0,100.0,154561,0,0,0,0,1,1,5.0,5.0,2,David,4.0,15,False,,2024-09-25T21:30:06.211210Z,55,154561.jpg,3.9,Raya Martin,29.9,False,,a,1,3,58,2050523,57288,1692224,20939,0.7,10.5,Raya,200.0,1350,0,0,5,15,0,0,0,2,0,40,6,212,347.2,0.0,0.0,34.8,15,0.0,0.01,0.01,14.18,30,10,685,72,683,72,191,11,,,,,,,0.0,2.67,0.0,0.0,0.95,1.0,107,1,62,5,58,7,5,1,1.0,0.33,5,1350,1375,1360,1360,1340,1390,Arsenal,1,GKP
302,100.0,100.0,98980,0,0,0,0,1,1,2.8,3.3,6,Emiliano,2.8,47,False,,2024-12-02T00:00:07.797146Z,50,98980.jpg,2.9,Martínez Romero,12.2,False,,a,2,7,43,911630,16940,1044798,14782,0.6,8.6,Martinez,10.0,1305,0,0,2,22,0,1,0,1,0,34,2,163,315.8,0.0,0.0,31.6,15,0.0,0.01,0.01,16.88,45,13,662,69,659,67,209,13,,,,,,,0.0,2.34,0.0,0.0,1.16,1.52,192,8,106,9,129,22,30,4,1.03,0.14,3,1160,1220,1120,1140,1200,1300,Aston Villa,2,GKP
303,100.0,100.0,109745,0,0,0,0,0,1,3.0,3.0,3,Kepa,3.0,152,False,,2024-10-26T20:00:07.229572Z,45,109745.jpg,3.1,Arrizabalaga,0.9,False,,a,3,91,31,139890,5837,95716,1908,0.7,6.9,Arrizabalaga,200.0,900,0,0,2,15,0,0,0,1,0,33,1,117,236.8,10.1,0.0,24.6,10,0.0,0.0,0.0,10.88,109,17,362,3,553,54,253,17,,,,,,,0.0,3.3,0.0,0.0,1.09,1.5,360,14,89,6,105,14,219,30,1.0,0.2,3,1100,1145,1070,1130,1130,1160,Bournemouth,3,GKP
304,,,118342,0,0,0,0,1,1,3.7,4.2,3,Mark,4.2,91,False,,,45,118342.jpg,3.1,Flekken,11.7,False,,a,4,94,46,1008796,9266,843633,17852,0.9,10.2,Flekken,152.0,1350,0,1,1,28,0,0,0,1,0,71,2,233,594.6,10.1,0.0,60.2,15,0.0,0.06,0.06,25.9,3,1,363,4,555,56,82,1,,,,,,,0.0,4.73,0.0,0.0,1.73,1.87,363,16,52,3,107,15,31,5,1.0,0.07,3,1090,1155,1080,1120,1100,1190,Brentford,4,GKP
305,100.0,100.0,489639,0,0,0,0,0,1,1.8,1.8,1,Bart,1.8,146,False,,2024-08-12T14:30:04.523944Z,45,489639.jpg,2.7,Verbruggen,3.1,False,,a,5,36,35,452642,7623,194682,4590,0.4,7.8,Verbruggen,152.0,1170,0,0,2,21,0,0,0,2,0,40,2,142,365.6,0.0,0.0,36.6,13,0.0,0.0,0.0,21.35,27,8,600,63,584,58,183,8,,,,,,,0.0,3.08,0.0,0.0,1.64,1.62,411,18,183,18,152,27,104,16,1.0,0.15,3,1100,1175,1070,1130,1130,1220,Brighton,5,GKP
306,,,215059,0,0,3,-3,2,1,2.5,2.0,0,Robert,2.0,185,False,,,48,215059.jpg,3.7,Sánchez,12.6,False,,a,6,8,52,1722581,23507,739221,30752,0.4,10.8,Sánchez,200.0,1260,0,0,3,17,0,1,0,4,0,47,5,194,370.8,0.0,0.0,37.0,14,0.0,0.01,0.01,19.71,23,6,647,66,637,62,181,7,,,,,,,0.0,3.36,0.0,0.0,1.41,1.21,304,11,163,16,65,8,29,3,1.0,0.21,4,1225,1230,1130,1130,1320,1330,Chelsea,6,GKP
307,,,172649,0,0,-1,1,2,1,4.2,3.2,1,Dean,4.2,201,False,,,44,172649.jpg,3.5,Henderson,10.3,False,,a,7,31,53,646221,20673,1236286,8725,1.0,12.0,Henderson,241.0,1350,0,0,3,20,0,1,0,1,0,46,4,179,384.4,0.0,4.0,38.8,15,0.01,0.0,0.01,21.26,18,5,551,57,373,1,171,5,,,,,,,0.0,3.07,0.0,0.0,1.42,1.33,482,20,51,2,75,10,35,7,1.0,0.2,3,1095,1095,1100,1100,1090,1090,Crystal Palace,7,GKP
308,,,111234,0,0,-1,1,2,1,3.0,0.0,0,Jordan,4.0,235,False,,,49,111234.jpg,4.1,Pickford,9.7,False,,a,8,11,58,557764,8606,1142192,20756,0.8,11.8,Pickford,241.0,1260,0,0,5,21,0,1,0,1,0,36,6,189,332.8,10.3,0.0,34.2,14,0.0,0.09,0.09,18.55,36,12,361,2,643,63,194,12,,,,,,,0.0,2.57,0.01,0.01,1.32,1.5,243,9,60,4,39,6,41,9,1.0,0.36,3,1080,1100,1080,1100,1080,1100,Everton,8,GKP
309,,,80201,0,0,0,0,0,1,0.8,0.8,3,Bernd,1.8,248,False,,,50,80201.jpg,3.1,Leno,2.3,False,,a,9,54,46,204500,2004,254660,5145,0.4,9.2,Leno,80.0,1350,0,1,2,20,0,0,0,2,0,42,2,192,368.6,10.0,0.0,37.7,15,0.0,0.02,0.02,18.08,25,7,367,7,657,65,178,6,,,,,,,0.0,2.8,0.0,0.0,1.21,1.33,189,6,188,19,115,17,127,18,1.0,0.13,3,1100,1160,1100,1140,1100,1180,Fulham,9,GKP
310,100.0,100.0,232917,0,0,-1,1,0,1,2.5,2.5,2,Arijanet,2.5,568,False,,2024-08-17T20:30:06.519689Z,44,232917.jpg,2.8,Muric,1.1,False,,a,10,40,39,164580,1892,98316,1934,0.6,8.9,Muric,286.0,1260,0,0,1,25,0,0,0,1,0,56,3,148,413.8,0.0,0.0,41.3,14,0.0,0.01,0.01,29.67,11,3,557,60,534,52,155,3,,,,,,,0.0,4.0,0.0,0.0,2.12,1.79,502,23,119,10,140,23,198,28,1.0,0.07,3,1060,1090,1070,1080,1050,1100,Ipswich,10,GKP
311,,,467189,0,0,0,0,0,1,2.0,2.0,2,Mads,2.0,293,False,,,45,467189.jpg,2.4,Hermansen,0.8,False,,a,11,13,36,112046,1233,86114,1738,0.4,8.0,Hermansen,58.0,1350,0,0,1,30,0,0,0,0,0,61,0,155,490.2,0.2,0.0,49.1,15,0.0,0.01,0.01,30.34,7,2,441,10,579,57,123,2,,,,,,,0.0,4.07,0.0,0.0,2.02,2.0,404,17,161,15,188,28,226,31,1.0,0.07,3,1075,1100,1060,1120,1090,1080,Leicester,11,GKP
312,100.0,0.0,116535,0,0,-1,1,1,1,1.0,0.0,0,Alisson,0.0,310,False,,2024-10-05T14:00:07.200306Z,54,116535.jpg,5.8,Ramses Becker,4.8,False,,a,12,14,35,558824,9806,1276964,8039,0.0,6.5,A.Becker,30.0,528,0,0,4,2,0,0,0,0,0,15,5,131,126.8,0.0,0.0,12.6,6,0.0,0.0,0.0,3.74,231,24,680,71,677,70,320,24,,,,,,,0.0,2.56,0.0,0.0,0.64,0.34,127,2,670,72,8,1,81,14,1.02,0.68,5,1350,1365,1360,1370,1340,1360,Liverpool,12,GKP
313,,,200720,0,0,1,-1,1,1,6.3,0.0,0,Caoimhin,5.3,325,False,,,46,200720.jpg,4.6,Kelleher,5.2,False,,a,12,14,37,662648,46633,178642,21275,1.2,8.0,Kelleher,104.0,720,0,0,3,9,0,1,0,0,0,24,1,127,196.8,0.0,0.0,19.7,8,0.0,0.0,0.0,9.68,150,18,643,65,629,60,280,19,,,,,,,0.0,3.0,0.0,0.0,1.21,1.12,346,13,25,1,30,2,72,13,1.0,0.38,5,1350,1365,1360,1370,1340,1360,Liverpool,12,GKP
314,,,121160,0,0,-1,1,0,1,1.2,1.2,0,Ederson,0.2,347,False,,,54,121160.jpg,2.8,Santana de Moraes,6.6,False,,a,13,43,33,557052,1025,736191,29230,0.0,6.1,Ederson M.,30.0,1080,0,1,2,17,0,0,0,3,0,28,2,123,263.0,10.0,0.0,27.2,12,0.0,0.01,0.01,15.83,83,14,368,8,678,71,234,14,,,,,,,0.0,2.33,0.0,0.0,1.32,1.42,129,3,373,26,144,24,63,12,1.0,0.17,5,1355,1370,1350,1350,1360,1390,Man City,13,GKP
315,,,202641,0,0,2,-2,0,1,2.0,3.0,1,André,3.0,383,True,,,52,202641.jpg,4.3,Onana,10.0,False,,a,14,1,65,894369,11999,542741,41823,0.6,12.5,Onana,38.0,1350,0,0,6,18,0,1,0,0,0,39,5,247,352.6,13.0,0.0,36.6,15,0.0,0.19,0.19,22.35,29,9,350,1,675,69,184,9,,,,,,,0.0,2.6,0.01,0.01,1.49,1.2,166,5,98,8,35,4,38,8,1.0,0.4,3,1125,1155,1130,1140,1120,1170,Man Utd,14,GKP
316,100.0,100.0,98747,0,0,0,0,1,1,1.2,1.2,1,Nick,1.2,413,False,,2024-10-02T00:30:05.710785Z,50,98747.jpg,3.2,Pope,6.7,False,,a,15,4,48,620565,13184,690910,12156,0.2,9.6,Pope,241.0,1350,0,0,3,21,0,0,0,2,0,54,2,188,392.4,0.0,0.0,39.1,15,0.0,0.0,0.0,20.45,16,4,661,68,658,66,170,4,,,,,,,0.0,3.6,0.0,0.0,1.36,1.4,191,7,240,20,99,13,62,11,1.0,0.2,3,1115,1220,1100,1130,1130,1310,Newcastle,15,GKP
317,100.0,100.0,85633,0,0,2,-2,1,1,3.0,3.0,2,Matz,3.0,443,False,,2024-10-12T11:00:07.468908Z,47,85633.jpg,4.1,Sels,7.6,False,,a,16,17,62,1005779,23634,353302,9863,0.6,13.2,Sels,21.0,1350,0,1,5,18,0,0,0,2,0,43,6,200,346.2,0.1,0.0,34.9,15,0.0,0.04,0.04,17.08,31,11,445,11,631,61,189,10,,,,,,,0.0,2.87,0.0,0.0,1.14,1.2,322,12,90,7,38,5,52,10,1.0,0.33,3,1130,1100,1140,1130,1120,1070,Nott'm Forest,16,GKP
318,0.0,0.0,225321,0,0,-1,1,1,1,0.0,0.0,0,Aaron,0.0,14,False,Hand injury - Expected back 22 Dec,2024-11-12T14:30:07.315514Z,44,225321.jpg,2.9,Ramsdale,1.4,False,,i,17,20,26,257319,77,227682,5680,0.0,5.9,Ramsdale,241.0,810,0,0,1,19,0,0,0,1,0,36,2,102,261.6,0.0,0.0,26.2,9,0.0,0.01,0.01,20.33,85,15,555,58,532,50,243,15,,,,,,,0.0,4.0,0.0,0.0,2.26,2.11,496,21,504,68,125,21,179,24,1.0,0.11,2,1060,1065,1060,1070,1060,1060,Southampton,17,GKP
